Member_ID,Gender,Age,Locker_Rental,Visit_Frequency,Duration_Minutes
MEM_05576,Female,28,Yes,4,138.0
MEM_11257,Male,48,No,23,114.3
MEM_06127,Female,23,Yes,3,158.1
MEM_02753,Female,57,Yes,4,16.3
MEM_00019,Male,30,Yes,1,24.5
MEM_09674,Female,46,No,19,46.4
MEM_13917,Male,52,Yes,25,113.2
MEM_08679,Male,57,Yes,21,53.4
MEM_13866,Female,20,No,22,80.8
MEM_02360,Female,57,No,2,40.4
MEM_06143,Male,25,Yes,6,103.9
MEM_07911,Male,30,Yes,25,43.2
MEM_11979,Female,39,No,18,102.0
MEM_14998,Male,64,No,18,82.2
MEM_01803,Female,40,No,1,36.4
MEM_08287,Female,61,No,24,33.1
MEM_00907,Male,47,No,5,20.6
MEM_09238,Male,57,No,28,40.9
MEM_12791,Male,64,Yes,27,129.3
MEM_10549,Male,47,Yes,21,40.2
MEM_11298,Female,43,No,21,110.9
MEM_02085,Female,35,No,2,25.8
MEM_11644,Male,42,Yes,22,129.8
MEM_09267,Male,50,No,20,38.5
MEM_02215,Female,35,No,5,31.3
MEM_01575,Female,50,No,4,29.9
MEM_09317,Male,31,Yes,28,40.2
MEM_11289,Male,63,No,27,127.2
MEM_10303,Female,19,Yes,23,33.1
MEM_08409,Male,33,No,21,38.2
MEM_05532,Female,46,No,4,133.3
MEM_01247,Male,50,Yes,2,61.1
MEM_02519,Female,26,Yes,2,34.9
MEM_07298,Male,31,No,6,95.2
MEM_07581,Female,55,Yes,22,31.9
MEM_05623,Female,35,Yes,7,129.5
MEM_03288,Female,31,Yes,3,10.0
MEM_03322,Female,35,No,1,16.3
MEM_13578,Female,22,No,27,130.9
MEM_11282,Male,30,No,21,128.8
MEM_12849,Male,57,No,19,124.3
MEM_09862,Male,36,Yes,24,50.8
MEM_06832,Female,34,Yes,5,104.2
MEM_05090,Female,28,No,5,106.7
MEM_09187,Female,51,Yes,24,27.2
MEM_12387,Female,44,No,26,98.8
MEM_11386,Female,28,Yes,22,126.9
MEM_00608,Female,59,No,0,35.9
MEM_06348,Male,59,No,5,132.9
MEM_13981,Male,64,Yes,24,117.1
MEM_12471,Male,28,Yes,24,113.7
MEM_12825,Female,20,No,25,110.5
MEM_03478,Female,45,No,6,31.6
MEM_12512,Male,33,No,22,124.3
MEM_00218,Male,35,No,3,50.2
MEM_05489,Female,36,No,4,139.1
MEM_10633,Female,40,Yes,26,42.0
MEM_10976,Male,60,No,25,43.6
MEM_08370,Female,19,Yes,17,57.0
MEM_13276,Female,18,Yes,25,112.4
MEM_00327,Male,21,No,6,10.0
MEM_11454,Male,37,No,28,114.8
MEM_12347,Female,23,No,23,140.8
MEM_07636,Female,26,Yes,20,46.4
MEM_03948,Male,34,No,7,149.2
MEM_05635,Male,52,Yes,7,139.7
MEM_08672,Male,36,No,19,22.1
MEM_02157,Male,35,No,3,10.0
MEM_06292,Male,32,Yes,5,148.1
MEM_08511,Male,20,No,25,48.2
MEM_14554,Male,27,No,22,124.7
MEM_12753,Male,23,Yes,30,117.7
MEM_05950,Male,39,No,6,146.4
MEM_01769,Female,60,No,5,15.0
MEM_12317,Female,47,Yes,23,91.0
MEM_09661,Male,29,No,30,38.7
MEM_03963,Male,31,No,7,99.8
MEM_13203,Male,33,No,21,87.1
MEM_09019,Female,50,No,29,37.4
MEM_02271,Female,26,No,3,34.0
MEM_05763,Female,56,No,6,133.3
MEM_06889,Female,64,Yes,6,117.5
MEM_13120,Male,40,No,25,147.8
MEM_09679,Male,27,No,21,49.0
MEM_09212,Male,63,No,23,44.4
MEM_03710,Male,60,No,1,23.9
MEM_04540,Male,63,No,6,136.5
MEM_05809,Female,25,Yes,5,102.8
MEM_01123,Male,20,No,2,32.3
MEM_12580,Female,32,No,25,149.4
MEM_01323,Female,63,No,5,14.4
MEM_08889,Female,20,No,19,37.0
MEM_13605,Male,47,Yes,24,122.0
MEM_12357,Female,24,Yes,27,77.9
MEM_06147,Female,49,No,5,89.1
MEM_07903,Male,50,Yes,29,55.2
MEM_10889,Female,64,No,23,28.0
MEM_03120,Male,19,Yes,3,34.1
MEM_00188,Female,59,No,2,26.5
MEM_14921,Female,48,Yes,28,99.7
MEM_07497,Female,25,Yes,6,156.2
MEM_14359,Male,55,Yes,25,113.3
MEM_05474,Female,64,No,3,152.9
MEM_06648,Female,25,No,5,144.5
MEM_04202,Female,33,Yes,5,96.8
MEM_04233,Female,18,Yes,10,126.1
MEM_12204,Male,24,No,22,135.5
MEM_13435,Male,48,Yes,28,107.8
MEM_03214,Female,61,Yes,5,32.0
MEM_08184,Female,40,No,27,39.4
MEM_02676,Male,42,Yes,5,21.9
MEM_10490,Male,53,Yes,26,47.9
MEM_04040,Female,25,No,6,117.2
MEM_13029,Male,45,Yes,22,106.2
MEM_06896,Female,30,No,10,159.0
MEM_10752,Male,47,Yes,19,51.5
MEM_02325,Female,19,Yes,5,22.3
MEM_00373,Female,63,No,6,32.1
MEM_04829,Female,42,No,7,128.6
MEM_02315,Female,30,Yes,5,27.3
MEM_03355,Male,27,No,4,26.1
MEM_09318,Female,63,No,14,26.1
MEM_02501,Female,22,No,6,26.4
MEM_10155,Female,59,Yes,23,41.9
MEM_12982,Female,57,No,25,128.1
MEM_07803,Male,31,No,21,45.1
MEM_03256,Female,27,Yes,2,46.1
MEM_11217,Female,37,Yes,17,37.0
MEM_07360,Female,58,No,4,118.3
MEM_08563,Male,25,No,14,40.7
MEM_02769,Female,39,No,4,33.4
MEM_04830,Male,51,No,6,112.3
MEM_03165,Female,38,Yes,0,17.1
MEM_05344,Male,46,Yes,8,173.1
MEM_05403,Male,62,Yes,7,140.2
MEM_07785,Female,59,No,16,41.9
MEM_06987,Female,53,No,4,160.5
MEM_03857,Male,26,Yes,5,142.6
MEM_14494,Female,59,No,21,111.4
MEM_05659,Female,47,No,9,153.0
MEM_04046,Female,31,Yes,3,134.5
MEM_01087,Male,53,Yes,4,22.4
MEM_09743,Female,52,Yes,28,46.9
MEM_04216,Male,20,Yes,8,137.4
MEM_09566,Male,57,No,22,53.9
MEM_13076,Male,61,Yes,17,85.9
MEM_07726,Female,64,No,24,42.3
MEM_14222,Male,64,No,28,95.9
MEM_04003,Male,36,No,5,155.2
MEM_01547,Female,38,Yes,5,37.6
MEM_05081,Female,19,No,5,122.2
MEM_06491,Female,60,No,5,106.6
MEM_07633,Male,31,Yes,22,26.6
MEM_01225,Female,52,No,4,16.3
MEM_01358,Male,53,No,1,19.3
MEM_03208,Male,45,No,6,56.7
MEM_01720,Female,39,No,5,45.2
MEM_08300,Female,55,Yes,16,47.8
MEM_11007,Male,58,No,22,52.7
MEM_10707,Male,23,Yes,23,27.4
MEM_09605,Female,56,Yes,17,33.5
MEM_09248,Female,23,No,21,41.7
MEM_04990,Female,52,Yes,4,144.0
MEM_10856,Male,34,No,28,44.8
MEM_08354,Female,49,No,18,38.7
MEM_00385,Male,31,Yes,4,26.1
MEM_14951,Male,35,No,25,110.8
MEM_05692,Female,27,Yes,4,119.6
MEM_09822,Female,39,No,20,53.6
MEM_08460,Male,29,No,16,32.9
MEM_02021,Female,42,No,5,28.4
MEM_10362,Female,21,Yes,19,37.1
MEM_00311,Female,47,No,6,32.8
MEM_05900,Male,36,No,8,109.0
MEM_08883,Male,20,No,23,35.0
MEM_10999,Male,42,No,22,32.1
MEM_11250,Male,50,No,25,102.3
MEM_13537,Male,31,No,24,108.5
MEM_10134,Male,23,No,21,41.9
MEM_13522,Female,46,Yes,24,137.5
MEM_07524,Male,39,Yes,24,29.2
MEM_03846,Female,57,Yes,3,
MEM_11912,Female,49,Yes,29,97.6
MEM_00930,Female,52,No,3,27.7
MEM_08001,Male,38,Yes,26,27.8
MEM_07145,Male,25,No,7,166.9
MEM_10569,Female,43,Yes,21,58.1
MEM_02820,Male,62,No,3,28.7
MEM_02231,Female,64,No,6,46.2
MEM_14526,Female,19,Yes,22,138.2
MEM_13620,Female,60,No,20,123.0
MEM_11297,Female,35,Yes,25,134.5
MEM_00150,Female,36,No,5,24.4
MEM_11670,Male,32,No,20,105.8
MEM_13420,Female,47,No,22,120.4
MEM_08114,Male,33,No,19,38.4
MEM_09912,Male,21,Yes,17,57.8
MEM_01350,Female,31,Yes,2,40.3
MEM_14271,Female,24,No,24,141.3
MEM_03105,Male,38,Yes,5,46.9
MEM_03221,Female,35,No,6,29.5
MEM_01953,Male,19,Yes,3,24.0
MEM_05219,Female,45,Yes,9,111.2
MEM_00353,Male,62,No,4,38.9
MEM_02680,Female,45,No,5,23.7
MEM_12189,Male,19,No,20,158.7
MEM_13163,Female,19,No,17,90.1
MEM_06180,Male,26,No,5,96.1
MEM_08098,Male,63,Yes,26,36.7
MEM_01714,Male,23,Yes,3,10.3
MEM_14038,Male,63,Yes,27,97.9
MEM_10443,Male,51,Yes,27,17.9
MEM_09920,Female,58,Yes,23,45.0
MEM_13444,Male,37,No,20,115.4
MEM_07087,Male,40,No,5,120.5
MEM_12629,Male,43,Yes,21,121.4
MEM_14810,Male,48,Yes,21,89.2
MEM_10287,Male,55,Yes,23,49.1
MEM_00014,Female,26,Yes,1,32.3
MEM_13467,Male,20,No,18,114.0
MEM_11874,Male,21,No,26,106.6
MEM_12388,Female,59,No,23,146.4
MEM_00533,Female,42,No,2,39.7
MEM_07528,Female,19,Yes,21,37.8
MEM_02453,Female,48,Yes,3,48.7
MEM_03207,Male,64,No,6,48.1
MEM_08047,Male,26,No,22,36.4
MEM_04333,Female,64,No,8,97.9
MEM_06459,Female,38,No,5,130.8
MEM_03679,Male,25,No,4,14.4
MEM_01743,Female,22,No,6,50.8
MEM_04671,Male,21,Yes,8,137.4
MEM_08295,Female,22,Yes,21,40.1
MEM_03366,Male,34,No,3,47.5
MEM_05363,Female,50,No,5,100.9
MEM_04950,Female,56,No,9,126.1
MEM_13070,Male,51,No,21,95.8
MEM_09554,Male,55,No,24,29.1
MEM_00568,Male,56,No,0,31.5
MEM_10540,Male,63,No,25,49.0
MEM_00031,Female,58,Yes,8,26.7
MEM_12467,Female,33,No,20,95.4
MEM_00121,Female,57,Yes,2,31.6
MEM_02816,Male,62,No,5,44.8
MEM_12425,Male,42,Yes,21,141.3
MEM_01470,Male,22,Yes,6,47.8
MEM_14171,Female,37,Yes,23,128.9
MEM_06210,Female,46,No,4,117.5
MEM_13666,Male,24,Yes,26,121.9
MEM_12058,Male,39,Yes,21,143.9
MEM_12514,Female,41,No,21,123.5
MEM_00927,Female,58,No,5,41.1
MEM_00360,Male,52,No,5,41.5
MEM_14001,Male,47,Yes,25,131.1
MEM_14607,Female,60,Yes,26,107.7
MEM_10551,Female,57,No,22,38.8
MEM_00732,Male,33,No,5,21.5
MEM_02813,Male,22,No,3,44.7
MEM_02984,Female,35,No,1,36.1
MEM_09244,Male,61,Yes,17,53.8
MEM_00079,Male,45,No,0,34.8
MEM_03820,Female,49,Yes,4,137.6
MEM_02334,Male,34,No,6,29.0
MEM_00410,Female,30,No,5,30.1
MEM_08121,Female,52,Yes,19,41.8
MEM_04265,Female,26,No,9,144.5
MEM_12014,Male,56,No,20,106.0
MEM_03522,Female,58,Yes,2,39.0
MEM_05888,Male,53,Yes,5,148.6
MEM_03996,Male,20,No,9,120.5
MEM_02498,Male,37,No,6,13.1
MEM_04193,Female,54,Yes,7,120.6
MEM_01747,Female,61,No,5,23.5
MEM_07550,Female,33,No,22,37.2
MEM_10164,Female,54,No,18,29.2
MEM_03058,Male,55,Yes,2,26.2
MEM_09217,Male,28,No,25,38.6
MEM_06156,Female,50,No,7,171.1
MEM_09149,Male,53,No,23,47.2
MEM_11194,Male,38,No,21,61.2
MEM_04127,Male,41,Yes,7,117.5
MEM_13796,Female,36,No,30,104.7
MEM_09285,Male,34,No,20,32.9
MEM_09489,Male,56,Yes,17,
MEM_00101,Male,61,Yes,3,34.9
MEM_02119,Male,32,No,4,26.1
MEM_11059,Male,28,No,23,31.0
MEM_13674,Female,32,No,24,145.4
MEM_08358,Male,35,No,30,36.3
MEM_07819,Female,49,No,22,49.5
MEM_03379,Female,52,No,3,43.1
MEM_04101,Female,23,No,5,139.7
MEM_04467,Female,37,No,2,160.9
MEM_05828,Female,54,Yes,4,131.1
MEM_13144,Female,52,No,25,119.1
MEM_00280,Female,59,No,4,38.6
MEM_09733,Female,51,No,19,31.7
MEM_12352,Female,59,Yes,27,132.0
MEM_02099,Male,64,Yes,6,24.3
MEM_03611,Male,29,Yes,4,36.6
MEM_11390,Male,27,Yes,22,124.7
MEM_11776,Female,20,No,20,123.4
MEM_02301,Male,60,Yes,2,40.2
MEM_03115,Male,26,Yes,5,40.3
MEM_11374,Female,55,No,21,104.2
MEM_04336,Male,62,No,2,129.6
MEM_09085,Male,28,No,12,34.5
MEM_01226,Male,22,Yes,4,43.8
MEM_01722,Male,58,No,5,26.3
MEM_05787,Male,47,Yes,8,135.1
MEM_08284,Male,21,Yes,25,29.4
MEM_03077,Male,38,No,5,29.9
MEM_11073,Male,34,Yes,23,55.5
MEM_09481,Female,47,No,23,41.4
MEM_09514,Male,42,No,23,46.9
MEM_01869,Female,24,No,3,28.5
MEM_00102,Female,40,No,3,43.0
MEM_01730,Male,43,Yes,4,49.6
MEM_08744,Male,22,No,20,49.5
MEM_05098,Male,23,No,5,145.7
MEM_07772,Female,40,Yes,22,38.1
MEM_08822,Male,46,No,22,40.9
MEM_06712,Male,28,No,5,153.3
MEM_04889,Female,54,Yes,5,128.0
MEM_03035,Male,47,Yes,5,25.8
MEM_10694,Male,61,Yes,24,31.8
MEM_13792,Female,23,No,26,100.3
MEM_13862,Male,18,Yes,26,127.5
MEM_00455,Female,32,Yes,2,23.7
MEM_09140,Female,38,Yes,22,39.2
MEM_13143,Female,50,No,21,120.1
MEM_05234,Female,62,No,6,121.9
MEM_11147,Male,40,Yes,23,50.9
MEM_12792,Female,18,No,23,130.7
MEM_03592,Female,63,No,9,38.5
MEM_13943,Male,50,Yes,26,79.8
MEM_09237,Female,24,No,18,32.9
MEM_09901,Female,30,No,21,53.4
MEM_06908,Female,46,Yes,7,112.9
MEM_05612,Male,45,No,6,147.4
MEM_07919,Female,47,No,21,42.0
MEM_02751,Male,29,Yes,7,17.9
MEM_05504,Male,19,No,6,127.0
MEM_04031,Male,30,No,8,137.9
MEM_12225,Female,29,Yes,26,123.0
MEM_12624,Female,59,Yes,19,136.3
MEM_04560,Female,56,Yes,4,118.5
MEM_10622,Female,50,No,19,31.5
MEM_06377,Female,60,No,1,130.4
MEM_12310,Female,48,Yes,20,128.9
MEM_12318,Female,56,Yes,21,147.6
MEM_11323,Male,63,Yes,25,142.5
MEM_03991,Male,25,No,6,133.6
MEM_01580,Male,51,No,4,24.6
MEM_01213,Female,34,Yes,6,33.1
MEM_04069,Female,34,No,6,116.5
MEM_00173,Female,30,Yes,5,13.9
MEM_00050,Female,28,Yes,5,16.1
MEM_04192,Female,33,No,3,159.7
MEM_04464,Male,60,Yes,5,113.5
MEM_10594,Female,45,Yes,21,41.5
MEM_00399,Male,42,Yes,6,32.4
MEM_00749,Male,34,No,1,18.1
MEM_10652,Male,44,No,19,55.9
MEM_05958,Female,46,No,3,145.0
MEM_10391,Female,32,Yes,18,25.1
MEM_05893,Female,49,No,6,109.6
MEM_08343,Female,49,No,31,45.0
MEM_03474,Male,30,No,3,29.9
MEM_05306,Male,18,Yes,6,125.8
MEM_03532,Female,28,Yes,4,49.7
MEM_14225,Female,44,No,25,135.5
MEM_08540,Male,61,No,23,48.9
MEM_12684,Female,53,Yes,23,118.1
MEM_12497,Male,51,No,28,75.7
MEM_10057,Female,42,No,22,29.6
MEM_12276,Male,28,No,28,113.9
MEM_06253,Female,23,Yes,6,131.8
MEM_07696,Male,36,Yes,24,32.7
MEM_04111,Male,33,No,6,182.0
MEM_01766,Female,58,No,8,35.0
MEM_07623,Male,45,Yes,25,34.1
MEM_05349,Female,23,No,5,107.6
MEM_04952,Female,53,Yes,3,141.0
MEM_05716,Male,61,Yes,9,138.9
MEM_03601,Female,39,Yes,3,31.3
MEM_06315,Female,46,No,6,109.2
MEM_14242,Male,34,Yes,23,107.5
MEM_13707,Male,39,No,20,134.2
MEM_10877,Female,21,Yes,20,56.0
MEM_05838,Female,60,Yes,2,114.4
MEM_02921,Male,26,No,5,23.3
MEM_05566,Male,48,No,5,178.0
MEM_10170,Male,63,No,17,42.5
MEM_03827,Male,49,Yes,6,143.5
MEM_09565,Female,24,No,26,41.1
MEM_03070,Male,30,No,1,49.9
MEM_03774,Male,43,Yes,6,144.2
MEM_08104,Female,22,Yes,19,48.2
MEM_03344,Male,53,No,2,36.8
MEM_07865,Male,58,Yes,20,35.7
MEM_13810,Male,35,No,25,78.4
MEM_02495,Male,45,No,6,35.0
MEM_08108,Male,59,No,22,32.9
MEM_05871,Male,39,No,5,117.5
MEM_03206,Male,41,Yes,2,30.9
MEM_05042,Male,35,Yes,6,123.5
MEM_08161,Male,59,No,19,35.9
MEM_02081,Male,45,Yes,5,28.8
MEM_03063,Male,52,Yes,3,10.0
MEM_14747,Female,24,No,27,121.9
MEM_05100,Male,21,Yes,10,155.0
MEM_14437,Female,50,Yes,25,140.6
MEM_14621,Female,52,No,20,104.1
MEM_07780,Female,35,Yes,23,61.9
MEM_14935,Male,27,Yes,24,127.2
MEM_01650,Female,27,No,5,18.1
MEM_10561,Female,36,No,19,36.3
MEM_04870,Male,24,No,4,135.9
MEM_14984,Male,46,No,28,125.6
MEM_00624,Female,44,No,7,39.9
MEM_14539,Female,32,No,25,76.9
MEM_12755,Female,18,No,22,131.4
MEM_03445,Male,51,Yes,2,33.0
MEM_09994,Male,58,No,20,34.3
MEM_05030,Female,60,No,5,130.0
MEM_09020,Female,45,No,22,37.1
MEM_02677,Male,26,No,1,45.0
MEM_08840,Female,51,Yes,21,40.5
MEM_09488,Male,61,No,23,42.5
MEM_08187,Female,50,No,23,42.5
MEM_03910,Female,41,No,9,117.2
MEM_03111,Female,33,Yes,3,48.5
MEM_07375,Female,37,Yes,8,122.8
MEM_00008,Male,58,Yes,3,32.8
MEM_02796,Female,20,Yes,5,14.2
MEM_02189,Male,22,No,5,52.3
MEM_08387,Female,33,No,22,43.3
MEM_02499,Female,57,Yes,5,40.1
MEM_00450,Male,50,No,4,32.4
MEM_10146,Male,27,Yes,23,19.8
MEM_06866,Female,37,Yes,7,117.7
MEM_04028,Female,45,No,6,141.9
MEM_03402,Male,20,Yes,4,21.2
MEM_14459,Female,43,No,22,142.6
MEM_04347,Male,42,No,8,103.8
MEM_02298,Female,22,No,5,16.5
MEM_00181,Female,37,Yes,2,45.3
MEM_14091,Male,54,Yes,24,93.0
MEM_03315,Male,57,No,5,20.6
MEM_14229,Male,52,No,24,136.5
MEM_12549,Male,25,Yes,24,95.2
MEM_05701,Female,27,Yes,7,159.2
MEM_08618,Female,30,Yes,20,49.5
MEM_14193,Female,18,No,22,103.7
MEM_10884,Female,21,Yes,23,46.4
MEM_01320,Female,41,No,4,18.2
MEM_11673,Male,48,No,24,141.2
MEM_10815,Male,20,Yes,19,50.1
MEM_04590,Male,30,No,6,141.8
MEM_11245,Male,56,Yes,19,35.1
MEM_04721,Female,35,No,9,126.5
MEM_13088,Female,43,No,22,115.2
MEM_04129,Female,30,Yes,7,166.1
MEM_00772,Male,47,Yes,5,35.0
MEM_10338,Female,21,Yes,25,41.5
MEM_13632,Male,33,Yes,29,149.5
MEM_00284,Female,21,No,8,21.9
MEM_10441,Female,50,No,19,49.8
MEM_14651,Female,27,No,25,127.8
MEM_06647,Male,31,Yes,9,177.9
MEM_00326,Female,53,No,6,26.4
MEM_08270,Male,39,Yes,17,40.6
MEM_13940,Male,20,No,21,123.5
MEM_10341,Female,27,No,20,20.1
MEM_01491,Male,26,No,9,21.6
MEM_05706,Male,53,No,8,191.9
MEM_04098,Female,28,No,5,118.2
MEM_05646,Female,41,Yes,7,137.0
MEM_05513,Male,62,No,4,168.5
MEM_06729,Female,50,No,7,142.2
MEM_12428,Male,43,Yes,19,133.8
MEM_11913,Female,32,Yes,27,113.7
MEM_08060,Female,57,No,10,29.5
MEM_14245,Female,38,Yes,21,113.5
MEM_03043,Female,53,Yes,4,23.9
MEM_04894,Male,19,Yes,7,116.1
MEM_06791,Female,39,No,6,118.1
MEM_08410,Male,25,No,18,55.2
MEM_04546,Female,59,Yes,10,143.1
MEM_02483,Male,44,Yes,2,10.0
MEM_04962,Male,41,Yes,4,110.7
MEM_14313,Female,47,Yes,23,120.6
MEM_03547,Female,60,Yes,7,19.4
MEM_04553,Male,62,No,6,116.8
MEM_03013,Male,20,No,1,46.7
MEM_08722,Female,50,No,23,31.2
MEM_06125,Female,62,No,6,157.8
MEM_01911,Female,41,No,8,20.8
MEM_08910,Male,28,Yes,27,43.5
MEM_11050,Female,29,Yes,25,24.4
MEM_01935,Female,38,No,1,15.1
MEM_04375,Female,20,No,8,99.5
MEM_08786,Female,57,No,19,48.9
MEM_03194,Female,22,No,1,12.1
MEM_08349,Male,35,Yes,30,45.5
MEM_04629,Male,24,No,6,119.5
MEM_06843,Female,19,No,8,135.8
MEM_00977,Female,20,No,0,25.1
MEM_06682,Male,53,No,7,126.3
MEM_14817,Male,51,Yes,24,155.8
MEM_12963,Female,39,Yes,19,116.8
MEM_10638,Male,35,No,18,45.2
MEM_13106,Male,44,No,23,132.7
MEM_09613,Female,57,No,20,32.7
MEM_09201,Male,24,No,15,42.6
MEM_09441,Male,55,No,21,37.3
MEM_03455,Male,64,No,8,31.6
MEM_08317,Female,52,No,15,39.0
MEM_11471,Female,22,No,26,115.5
MEM_09027,Male,62,No,18,33.3
MEM_13099,Female,20,No,19,98.4
MEM_03482,Male,18,Yes,3,32.5
MEM_03325,Female,38,Yes,5,42.5
MEM_10628,Female,20,No,23,40.9
MEM_12823,Male,60,No,21,113.7
MEM_03487,Female,49,No,5,32.8
MEM_13820,Female,28,No,26,90.1
MEM_11711,Male,44,No,24,143.2
MEM_05205,Female,58,No,8,148.8
MEM_14801,Female,31,Yes,31,98.4
MEM_14854,Female,63,No,25,102.1
MEM_09243,Female,25,Yes,24,38.5
MEM_08968,Female,23,Yes,21,39.4
MEM_05922,Female,28,No,4,117.5
MEM_06045,Female,28,Yes,8,152.5
MEM_06876,Female,51,Yes,9,118.4
MEM_08256,Female,22,No,22,49.6
MEM_03822,Male,34,No,5,132.9
MEM_01433,Female,36,Yes,3,33.7
MEM_12557,Male,64,No,27,136.0
MEM_14145,Male,56,No,16,153.5
MEM_03509,Male,40,No,3,54.5
MEM_08530,Male,45,No,25,44.7
MEM_11948,Male,40,Yes,24,123.5
MEM_09644,Female,55,Yes,19,40.7
MEM_09507,Male,45,Yes,23,38.9
MEM_04341,Female,41,No,8,110.5
MEM_05500,Female,30,Yes,4,130.2
MEM_14395,Female,20,Yes,30,125.8
MEM_12748,Male,37,No,25,108.2
MEM_11732,Female,61,No,21,138.3
MEM_01217,Male,61,No,5,41.2
MEM_01310,Male,48,Yes,4,26.9
MEM_09332,Female,33,Yes,25,33.2
MEM_07290,Male,19,Yes,5,135.0
MEM_04649,Female,20,No,6,108.2
MEM_05414,Male,52,No,8,124.4
MEM_11727,Female,32,Yes,24,128.9
MEM_03485,Female,18,Yes,3,42.9
MEM_00177,Female,43,Yes,7,34.6
MEM_02351,Female,46,No,5,32.3
MEM_07495,Male,34,Yes,6,111.8
MEM_00457,Female,57,No,2,10.0
MEM_05094,Female,43,No,7,159.3
MEM_10825,Female,55,No,24,42.2
MEM_01697,Male,37,No,3,47.7
MEM_00063,Female,29,Yes,2,31.0
MEM_11067,Male,39,No,17,46.9
MEM_12271,Female,30,No,23,151.0
MEM_06195,Male,31,No,2,135.9
MEM_11100,Female,48,Yes,22,25.7
MEM_12993,Male,45,Yes,24,103.7
MEM_06679,Male,58,No,3,120.2
MEM_08947,Female,22,No,22,52.4
MEM_04981,Male,52,Yes,6,127.3
MEM_06000,Female,23,Yes,5,138.6
MEM_06137,Female,43,Yes,5,100.3
MEM_10068,Male,51,No,16,39.0
MEM_10297,Male,53,No,30,47.7
MEM_04848,Male,44,Yes,4,116.9
MEM_09543,Female,18,No,22,44.8
MEM_06684,Female,63,No,7,136.2
MEM_05290,Male,59,No,6,139.0
MEM_08794,Female,62,Yes,16,31.9
MEM_03492,Female,45,No,5,21.5
MEM_11639,Female,55,No,26,122.2
MEM_01684,Female,47,No,2,36.9
MEM_12165,Male,30,Yes,20,132.4
MEM_00795,Male,59,Yes,6,35.8
MEM_07341,Female,33,Yes,7,134.5
MEM_10783,Male,58,No,26,41.4
MEM_06688,Male,45,Yes,9,90.9
MEM_03387,Female,34,No,4,23.9
MEM_07302,Male,34,Yes,7,88.6
MEM_00633,Female,57,Yes,3,32.0
MEM_00563,Female,61,No,3,33.8
MEM_11888,Female,30,No,24,140.9
MEM_04414,Male,28,No,2,107.9
MEM_03106,Female,47,No,1,31.5
MEM_08268,Female,39,Yes,22,28.0
MEM_14397,Male,60,No,31,106.0
MEM_01411,Male,64,Yes,5,10.0
MEM_05020,Female,18,No,5,130.1
MEM_08008,Male,20,Yes,24,45.0
MEM_06096,Male,24,Yes,7,133.3
MEM_04861,Male,27,No,7,149.4
MEM_04359,Male,51,No,7,130.6
MEM_13649,Male,29,Yes,23,122.0
MEM_11696,Male,58,No,24,102.9
MEM_14966,Male,52,No,23,108.6
MEM_09625,Male,23,Yes,24,39.7
MEM_07234,Male,25,No,8,131.0
MEM_06105,Female,54,Yes,7,145.9
MEM_06138,Female,50,Yes,7,163.6
MEM_11662,Female,64,No,27,117.5
MEM_12022,Female,21,Yes,21,141.7
MEM_12650,Male,41,No,22,106.8
MEM_11131,Male,58,No,19,40.2
MEM_02955,Male,33,No,7,18.4
MEM_06281,Male,18,Yes,8,115.1
MEM_04606,Female,54,No,6,127.2
MEM_06536,Female,50,No,6,154.5
MEM_00407,Female,22,Yes,4,25.2
MEM_09000,Male,54,No,18,39.9
MEM_13826,Male,34,No,23,106.0
MEM_03045,Female,18,No,0,44.0
MEM_06808,Male,18,No,6,112.7
MEM_07649,Female,31,No,20,37.2
MEM_13693,Male,53,Yes,25,93.0
MEM_12843,Female,38,No,20,92.3
MEM_05920,Female,29,No,6,111.8
MEM_04653,Female,49,Yes,6,107.5
MEM_02405,Female,38,No,7,34.5
MEM_09534,Female,58,No,22,49.4
MEM_02876,Female,49,No,2,33.7
MEM_09296,Male,44,No,16,42.2
MEM_07814,Male,26,No,20,50.5
MEM_05702,Female,29,Yes,5,117.8
MEM_10713,Female,20,No,24,30.9
MEM_00683,Female,39,No,5,24.4
MEM_04747,Male,35,No,8,116.7
MEM_01078,Female,31,Yes,7,39.2
MEM_14198,Female,53,No,19,108.5
MEM_09345,Female,40,No,23,29.6
MEM_13904,Female,40,No,21,108.8
MEM_03706,Female,39,Yes,3,20.9
MEM_13991,Female,31,Yes,25,145.7
MEM_12166,Male,32,No,24,97.8
MEM_13079,Male,29,No,24,129.9
MEM_00747,Male,34,Yes,2,40.8
MEM_04407,Female,49,No,4,93.8
MEM_07681,Female,36,No,14,40.1
MEM_12691,Female,63,No,27,102.9
MEM_07713,Male,34,No,26,23.2
MEM_04819,Male,30,No,3,125.1
MEM_00590,Female,49,Yes,4,39.4
MEM_06826,Female,51,No,6,132.7
MEM_02020,Female,52,No,4,48.9
MEM_06181,Male,33,No,4,137.3
MEM_11079,Male,47,Yes,21,38.3
MEM_06850,Female,42,No,8,153.9
MEM_08903,Male,33,Yes,28,32.3
MEM_07107,Female,35,Yes,3,111.3
MEM_06431,Female,39,No,6,94.2
MEM_11980,Female,48,Yes,29,150.1
MEM_02449,Male,53,No,3,26.4
MEM_01944,Female,49,No,5,47.1
MEM_11356,Male,51,No,25,144.1
MEM_05985,Male,29,No,6,146.0
