Student_ID,Study_Hours,Attendance_Rate,Mock_Score,Sleep_Hours,Academy_Type,Pass
STU_00495,30.4,71.1,52.1,7.9,Offline,0
STU_00496,14.6,52.7,80.5,3.0,Offline,1
STU_00497,23.1,76.3,54.5,5.8,Online,1
STU_00498,16.2,93.7,63.1,3.7,Self_Study,1
STU_00499,11.2,77.0,39.5,6.9,Self_Study,0
STU_00500,34.3,98.1,40.2,6.0,Offline,1
STU_00501,44.1,95.0,73.1,8.5,Offline,1
STU_00502,11.0,86.7,75.9,6.8,Online,1
STU_00503,30.6,76.1,60.5,5.8,Self_Study,1
STU_00504,18.5,75.3,37.9,7.9,Online,1
STU_00505,20.1,86.5,60.8,6.0,Self_Study,1
STU_00506,19.1,69.1,82.6,5.8,Self_Study,1
STU_00507,16.4,46.8,91.4,7.1,Offline,1
STU_00508,25.5,82.4,54.3,8.9,Self_Study,1
STU_00509,16.7,58.0,30.1,7.8,Offline,1
STU_00510,27.7,60.6,75.1,7.4,Self_Study,1
STU_00511,24.5,75.0,55.0,10.0,Offline,1
STU_00512,22.6,73.6,77.0,5.4,Online,1
STU_00513,15.9,53.8,65.1,5.4,Online,1
STU_00514,19.2,77.5,44.1,6.7,Offline,0
STU_00515,32.6,89.5,61.0,8.8,Self_Study,1
STU_00516,30.0,58.1,83.6,5.1,Self_Study,1
STU_00517,15.2,94.1,57.3,9.1,Self_Study,0
STU_00518,26.0,51.6,41.4,4.3,Online,1
STU_00519,32.5,100.0,31.4,6.3,Offline,1
STU_00520,8.3,68.8,46.1,6.8,Offline,0
STU_00521,30.4,77.2,52.6,5.2,Offline,0
STU_00522,18.4,46.6,74.8,5.6,Online,1
STU_00523,30.7,74.1,39.8,7.7,Offline,1
STU_00524,17.4,78.4,88.0,8.7,Offline,1
STU_00525,7.0,73.7,35.9,3.3,Offline,1
STU_00526,8.7,66.6,100.0,6.8,Offline,1
STU_00527,25.5,60.8,91.1,6.3,Offline,1
STU_00528,27.6,92.0,62.5,6.7,Online,1
STU_00529,16.0,75.5,30.3,6.0,Self_Study,0
STU_00530,31.4,98.1,59.0,4.6,Online,1
STU_00531,8.4,67.1,53.0,8.8,Offline,1
STU_00532,24.3,68.5,37.1,8.2,Online,0
STU_00533,12.9,87.2,65.2,6.3,Offline,1
STU_00534,18.5,50.7,45.2,5.8,Self_Study,0
STU_00535,25.5,56.8,47.1,5.6,Online,1
STU_00536,16.4,91.5,56.3,3.0,Self_Study,1
STU_00537,21.2,57.4,49.7,7.0,Online,0
STU_00538,35.1,47.7,97.4,7.7,Online,1
STU_00539,19.2,100.0,50.4,6.7,Self_Study,1
STU_00540,33.4,54.1,67.9,6.4,Offline,1
STU_00541,13.7,77.8,62.6,6.7,Online,1
STU_00542,30.3,76.0,66.3,5.2,Self_Study,1
STU_00543,39.4,32.8,67.7,5.8,Offline,0
STU_00544,1.0,71.0,75.9,6.3,Online,0
STU_00545,17.0,81.7,64.8,7.5,Self_Study,1
STU_00546,30.8,80.3,64.0,8.6,Offline,1
STU_00547,23.0,88.6,61.1,6.2,Online,1
STU_00548,28.7,69.2,57.5,4.9,Self_Study,1
STU_00549,19.0,85.7,43.6,6.6,Offline,1
STU_00550,25.9,64.7,58.9,9.5,Offline,1
STU_00551,23.4,53.8,64.3,5.1,Self_Study,1
STU_00552,36.7,55.5,67.2,7.8,Self_Study,1
STU_00553,27.5,53.1,63.2,8.5,Online,1
STU_00554,28.4,90.1,55.8,6.0,Self_Study,0
STU_00555,20.9,52.3,59.0,5.4,Offline,0
STU_00556,20.1,79.1,50.0,7.4,Offline,1
STU_00557,20.7,71.0,65.6,7.0,Self_Study,1
STU_00558,28.9,73.5,56.0,7.5,Self_Study,0
STU_00559,20.8,95.5,63.3,9.6,Online,1
STU_00560,27.9,68.4,78.0,6.8,Offline,1
STU_00561,45.8,84.2,47.2,4.7,Offline,1
STU_00562,33.7,75.6,70.7,6.6,Online,1
STU_00563,21.7,72.7,60.6,6.9,Self_Study,1
STU_00564,37.0,100.0,96.4,8.4,Self_Study,1
STU_00565,20.9,53.4,56.1,6.2,Self_Study,1
STU_00566,4.6,94.3,72.5,5.9,Offline,0
STU_00567,14.9,84.8,60.3,4.4,Online,1
STU_00568,6.3,67.8,35.0,7.3,Self_Study,1
STU_00569,21.5,99.4,50.6,10.0,Offline,1
STU_00570,25.2,47.3,75.8,6.2,Online,1
STU_00571,41.8,67.2,52.2,7.2,Self_Study,0
STU_00572,28.3,56.9,20.0,5.7,Self_Study,1
STU_00573,22.8,81.2,59.4,4.6,Offline,0
STU_00574,33.3,58.3,40.3,7.2,Online,0
STU_00575,2.9,,62.4,6.5,Online,1
STU_00576,27.4,72.2,87.9,3.0,Offline,0
STU_00577,32.7,67.8,73.9,8.9,Offline,0
STU_00578,10.2,80.8,87.7,7.1,Offline,1
STU_00579,36.4,71.0,49.9,6.6,Self_Study,0
STU_00580,28.4,58.7,57.4,5.9,Offline,1
STU_00581,20.8,100.0,41.2,7.1,Offline,0
STU_00582,31.3,67.7,47.7,7.2,Self_Study,1
STU_00583,47.7,41.7,43.3,7.1,Offline,1
STU_00584,26.8,62.4,36.5,8.1,Self_Study,0
STU_00585,27.5,56.0,84.6,8.4,Self_Study,0
STU_00586,20.4,87.4,22.3,9.5,Online,1
STU_00587,16.5,79.8,84.7,5.2,Self_Study,1
STU_00588,33.3,81.0,82.4,5.6,Online,1
STU_00589,16.4,69.4,69.0,7.0,Self_Study,0
STU_00590,25.7,70.8,39.9,5.3,Offline,1
STU_00591,20.2,69.4,31.5,5.6,Offline,0
STU_00592,29.8,73.8,50.1,7.2,Online,0
STU_00593,28.3,87.5,71.3,7.9,Online,1
STU_00594,35.4,80.0,60.1,8.4,Online,1
STU_00595,19.9,82.5,41.2,6.2,Self_Study,1
STU_00596,22.3,82.5,80.7,7.2,Offline,1
STU_00597,15.2,88.3,90.3,6.9,Offline,1
STU_00598,20.6,79.3,55.9,6.5,Self_Study,1
STU_00599,28.8,80.4,62.0,5.3,Online,1
STU_00600,32.6,92.8,32.8,5.1,Self_Study,1
STU_00601,15.8,65.0,52.5,7.5,Offline,1
STU_00602,33.7,62.2,69.2,5.3,Online,0
STU_00603,38.6,57.2,66.4,3.8,Self_Study,1
STU_00604,29.1,77.7,50.9,6.5,Offline,1
STU_00605,43.8,47.2,55.1,8.7,Online,0
STU_00606,17.3,81.9,52.0,3.0,Offline,1
STU_00607,12.6,73.4,55.0,6.1,Self_Study,1
STU_00608,7.2,92.0,67.6,7.5,Online,1
STU_00609,40.0,64.9,24.6,3.8,Offline,1
STU_00610,31.5,72.0,58.7,6.2,Self_Study,0
STU_00611,24.4,91.8,66.3,4.8,Self_Study,0
STU_00612,27.8,95.7,49.7,5.0,Self_Study,1
STU_00613,13.7,64.8,51.4,5.9,Online,0
STU_00614,49.5,77.7,51.9,4.8,Offline,0
STU_00615,26.3,79.4,51.4,4.7,Offline,1
STU_00616,26.1,,60.1,6.4,Online,1
STU_00617,32.3,71.1,62.3,9.8,Offline,1
STU_00618,29.8,94.2,22.2,7.6,Offline,1
STU_00619,27.2,46.7,71.8,8.0,Self_Study,1
STU_00620,17.1,68.7,54.8,7.7,Online,1
STU_00621,29.7,81.7,94.8,5.5,Online,1
STU_00622,43.8,81.9,38.6,7.0,Offline,1
STU_00623,38.5,95.3,44.4,8.1,Offline,0
STU_00624,40.9,93.0,56.3,7.7,Offline,1
STU_00625,19.9,70.7,67.4,6.8,Online,1
STU_00626,15.1,94.5,24.9,7.3,Online,1
STU_00627,23.7,64.3,45.1,10.0,Offline,0
STU_00628,25.6,89.0,70.6,7.8,Self_Study,0
STU_00629,35.9,100.0,42.9,6.0,Self_Study,0
STU_00630,8.1,93.2,84.7,6.4,Offline,1
STU_00631,40.3,76.6,51.8,4.9,Self_Study,1
STU_00632,23.4,,43.8,10.0,Offline,0
STU_00633,20.7,52.1,71.0,8.9,Offline,1
STU_00634,14.9,79.7,88.9,6.6,Online,1
STU_00635,8.5,58.3,67.5,9.8,Self_Study,0
STU_00636,33.2,63.1,82.7,7.4,Offline,1
STU_00637,25.7,57.1,90.2,5.9,Offline,1
STU_00638,12.1,68.1,43.4,7.9,Online,1
STU_00639,12.0,74.6,76.9,7.1,Offline,1
STU_00640,21.6,79.1,32.6,7.8,Online,0
STU_00641,41.7,66.0,67.6,4.4,Online,1
STU_00642,22.4,91.0,58.7,5.3,Self_Study,1
STU_00643,10.0,71.9,82.4,8.7,Online,1
STU_00644,22.5,63.2,81.1,9.0,Offline,0
STU_00645,22.3,78.4,70.3,8.6,Online,1
STU_00646,1.0,100.0,65.4,9.8,Self_Study,0
STU_00647,24.5,80.0,69.2,7.4,Offline,1
STU_00648,22.7,69.6,61.1,7.3,Online,1
STU_00649,32.0,52.1,58.9,5.1,Self_Study,1
STU_00650,43.5,71.7,86.0,5.6,Self_Study,1
STU_00651,36.3,78.5,88.1,3.5,Self_Study,1
STU_00652,22.3,69.2,57.5,6.0,Online,1
STU_00653,13.9,50.0,64.3,3.4,Offline,1
STU_00654,50.7,62.2,61.5,8.1,Self_Study,1
STU_00655,25.6,96.8,31.0,7.1,Self_Study,0
STU_00656,25.1,96.5,53.9,3.5,Self_Study,1
STU_00657,24.8,61.7,88.8,6.2,Offline,1
STU_00658,27.0,85.1,46.5,9.5,Offline,1
STU_00659,23.6,57.3,98.1,6.3,Self_Study,1
STU_00660,19.3,96.1,81.1,5.0,Online,1
STU_00661,19.5,78.7,67.2,3.8,Offline,1
STU_00662,24.7,89.2,70.1,3.9,Self_Study,1
STU_00663,19.6,49.3,43.5,7.3,Online,1
STU_00664,17.9,85.2,55.2,5.8,Online,1
STU_00665,26.1,74.9,85.9,6.0,Online,1
STU_00666,22.5,87.8,48.9,5.9,Self_Study,1
STU_00667,40.0,88.7,79.1,6.3,Self_Study,1
STU_00668,1.0,76.0,35.2,4.7,Offline,1
STU_00669,35.9,66.0,38.4,7.0,Self_Study,1
STU_00670,37.5,86.7,94.2,4.4,Offline,1
STU_00671,4.3,74.1,59.8,5.4,Self_Study,1
STU_00672,21.6,61.9,50.3,8.0,Online,1
STU_00673,21.3,61.2,84.5,7.1,Offline,1
STU_00674,10.9,52.8,82.4,7.5,Online,1
STU_00675,17.2,67.3,76.6,9.7,Online,1
STU_00676,13.9,91.5,49.7,6.4,Online,1
STU_00677,42.5,77.7,54.8,6.5,Offline,1
STU_00678,34.4,67.1,65.6,6.1,Self_Study,1
STU_00679,37.7,87.1,72.5,5.8,Offline,1
STU_00680,32.2,62.5,50.8,5.0,Online,0
STU_00681,13.7,76.4,63.1,6.6,Self_Study,1
STU_00682,19.8,72.3,64.8,7.0,Online,1
STU_00683,29.9,86.7,83.2,7.1,Self_Study,1
STU_00684,12.8,51.3,73.6,6.6,Self_Study,0
STU_00685,32.1,62.2,32.9,7.9,Offline,0
STU_00686,22.6,50.4,56.2,6.5,Online,1
STU_00687,21.3,71.1,43.3,5.9,Offline,0
STU_00688,32.1,93.2,70.2,5.1,Self_Study,0
STU_00689,29.4,67.4,76.6,4.2,Offline,1
STU_00690,21.4,67.3,61.8,8.7,Online,1
STU_00691,36.6,88.1,55.2,5.5,Self_Study,1
STU_00692,14.2,91.0,61.2,5.1,Offline,1
STU_00693,31.2,73.7,63.8,5.9,Online,1
STU_00694,30.9,85.3,48.5,6.1,Self_Study,1
STU_00695,21.9,58.8,38.1,9.0,Self_Study,0
STU_00696,28.3,95.7,23.1,6.0,Offline,1
STU_00697,12.5,100.0,82.8,10.0,Online,1
STU_00698,34.2,82.8,68.9,6.6,Offline,1
STU_00699,23.2,43.7,66.5,9.6,Online,1
STU_00700,19.8,66.6,82.8,7.8,Online,1
STU_00701,35.5,84.2,37.4,7.0,Self_Study,0
STU_00702,18.0,68.7,28.8,8.9,Self_Study,0
STU_00703,10.9,94.1,66.9,8.2,Offline,1
STU_00704,9.4,83.8,65.3,7.5,Offline,1
STU_00705,31.1,64.4,28.8,10.0,Online,1
STU_00706,12.2,75.5,66.5,5.8,Offline,1
STU_00707,42.5,61.6,52.8,5.0,Online,1
STU_00708,4.2,72.3,45.5,5.5,Online,1
STU_00709,42.0,66.7,54.0,9.1,Offline,1
STU_00710,27.1,92.6,16.1,8.7,Self_Study,1
STU_00711,24.0,100.0,49.4,5.7,Offline,1
STU_00712,19.6,53.5,47.3,3.0,Offline,0
STU_00713,29.0,46.2,70.0,6.2,Online,1
STU_00714,24.6,71.3,57.2,5.0,Offline,1
STU_00715,36.0,52.2,71.5,5.8,Offline,1
STU_00716,26.1,75.7,14.1,4.9,Online,0
STU_00717,26.5,86.2,44.9,4.1,Online,1
STU_00718,21.4,97.4,70.0,9.3,Online,1
STU_00719,24.4,78.0,54.4,5.5,Offline,1
STU_00720,28.1,72.1,75.2,8.6,Online,1
STU_00721,7.9,45.3,27.5,6.2,Self_Study,0
STU_00722,11.5,75.4,73.2,4.8,Self_Study,1
STU_00723,32.4,76.1,48.5,7.3,Online,1
STU_00724,26.7,84.6,46.7,5.9,Offline,1
STU_00725,23.2,64.4,77.8,6.2,Offline,1
STU_00726,25.2,68.5,80.9,6.7,Self_Study,1
STU_00727,28.5,52.8,78.6,5.3,Online,1
STU_00728,19.6,40.6,96.7,4.1,Offline,1
STU_00729,17.2,58.4,82.8,6.4,Online,1
STU_00730,27.0,51.4,45.7,7.9,Offline,1
STU_00731,15.2,80.1,62.5,5.1,Online,0
STU_00732,29.1,67.2,53.5,6.7,Online,1
STU_00733,8.0,66.9,96.5,8.8,Online,0
STU_00734,35.3,60.2,79.9,6.4,Online,0
STU_00735,29.7,26.5,56.6,6.6,Online,1
STU_00736,27.6,97.6,75.8,6.6,Offline,1
STU_00737,34.8,60.0,37.8,5.5,Offline,1
STU_00738,41.7,68.8,64.5,5.0,Offline,1
STU_00739,35.1,53.2,43.1,5.0,Online,1
STU_00740,6.6,89.6,29.6,7.1,Online,1
STU_00741,12.2,77.2,74.1,7.6,Self_Study,1
STU_00742,18.8,62.6,76.4,7.7,Online,1
STU_00743,25.3,69.1,68.2,5.9,Self_Study,1
STU_00744,30.2,100.0,56.7,8.1,Self_Study,1
STU_00745,17.7,73.9,37.2,7.0,Online,1
STU_00746,26.9,72.3,39.1,6.6,Self_Study,1
STU_00747,17.4,60.9,42.6,3.0,Offline,0
STU_00748,18.9,46.6,55.8,5.3,Offline,1
STU_00749,10.9,72.6,79.4,4.2,Self_Study,1
STU_00750,15.8,79.9,79.1,7.4,Offline,1
STU_00751,11.5,91.5,30.3,6.6,Offline,0
STU_00752,15.2,41.3,47.5,4.9,Offline,1
STU_00753,35.5,58.1,47.0,7.0,Self_Study,0
STU_00754,15.5,66.3,14.4,4.4,Offline,1
STU_00755,51.3,74.9,70.2,4.9,Online,1
STU_00756,29.9,72.8,55.6,5.4,Online,1
STU_00757,26.8,73.2,58.0,7.3,Self_Study,0
STU_00758,16.4,81.1,84.2,8.6,Online,1
STU_00759,32.0,61.5,61.6,5.6,Offline,1
STU_00760,19.2,89.0,52.2,8.5,Offline,1
STU_00761,26.2,81.5,70.3,6.6,Online,1
STU_00762,50.6,70.2,79.1,6.9,Online,1
STU_00763,24.0,99.0,65.3,6.4,Online,1
STU_00764,36.5,98.3,72.4,6.2,Offline,1
STU_00765,18.0,89.0,57.4,7.2,Self_Study,1
STU_00766,24.7,29.7,58.5,7.6,Offline,1
STU_00767,42.7,98.7,62.0,5.2,Offline,1
STU_00768,18.7,86.9,46.4,6.2,Offline,1
STU_00769,43.1,100.0,49.8,9.0,Self_Study,0
STU_00770,32.1,93.6,84.8,6.8,Offline,1
STU_00771,19.4,98.7,96.1,6.9,Online,1
STU_00772,31.3,88.2,88.7,8.3,Offline,1
STU_00773,34.7,95.2,36.2,5.7,Self_Study,1
STU_00774,31.2,100.0,34.4,6.4,Offline,0
STU_00775,9.3,78.2,38.6,7.7,Self_Study,1
STU_00776,17.7,51.4,62.4,8.4,Online,1
STU_00777,22.5,70.4,9.4,3.0,Self_Study,0
STU_00778,24.3,80.8,49.4,5.4,Online,1
STU_00779,31.2,76.1,85.3,5.0,Online,1
STU_00780,26.8,56.3,77.7,6.3,Offline,1
STU_00781,11.6,50.5,50.8,5.1,Online,0
STU_00782,28.8,63.9,52.2,7.5,Offline,0
STU_00783,31.1,87.1,70.2,6.8,Self_Study,1
STU_00784,30.6,98.7,76.8,7.8,Self_Study,1
STU_00785,35.8,88.7,50.4,7.9,Offline,1
STU_00786,33.3,90.9,55.8,7.5,Offline,1
STU_00787,29.6,73.8,49.8,6.0,Self_Study,1
STU_00788,24.3,48.9,36.0,6.7,Offline,1
STU_00789,8.4,68.2,56.0,5.8,Self_Study,1
STU_00790,29.3,71.1,54.7,4.5,Self_Study,1
STU_00791,27.1,67.5,37.3,7.9,Online,1
STU_00792,27.7,75.8,71.6,6.4,Online,1
STU_00793,12.2,81.6,68.7,4.2,Offline,1
STU_00794,14.2,87.8,72.5,7.3,Self_Study,1
STU_00795,35.5,70.8,46.2,6.2,Self_Study,1
STU_00796,24.6,46.4,24.3,3.4,Offline,1
STU_00797,31.8,67.8,68.4,4.4,Online,1
STU_00798,25.3,75.7,48.0,5.4,Online,1
STU_00799,25.3,93.3,44.0,6.8,Self_Study,0
STU_00800,34.4,66.5,37.4,7.7,Offline,1
STU_00801,19.8,82.7,55.0,7.6,Offline,1
STU_00802,26.0,79.4,88.4,7.4,Self_Study,1
STU_00803,20.4,75.7,50.9,6.4,Self_Study,1
STU_00804,20.7,89.0,40.4,9.1,Offline,1
STU_00805,21.9,65.1,71.7,7.5,Offline,1
STU_00806,27.2,66.4,63.1,6.8,Offline,1
STU_00807,20.2,74.8,21.9,7.3,Online,0
STU_00808,37.6,65.4,71.9,5.9,Offline,1
STU_00809,16.1,82.6,98.3,6.4,Online,1
STU_00810,23.1,64.3,13.2,3.4,Self_Study,0
STU_00811,20.6,78.4,37.8,5.9,Self_Study,1
STU_00812,39.5,73.5,8.7,9.1,Self_Study,1
STU_00813,27.0,78.2,58.6,6.7,Offline,1
STU_00814,35.3,68.1,77.8,6.7,Offline,1
STU_00815,10.1,69.9,61.9,8.0,Online,1
STU_00816,27.7,76.4,85.1,7.0,Online,1
STU_00817,33.9,78.0,74.9,5.3,Offline,0
STU_00818,25.8,74.9,90.6,6.5,Offline,1
STU_00819,35.7,100.0,80.9,4.8,Online,1
STU_00820,19.8,60.1,52.7,6.8,Offline,0
STU_00821,39.1,74.0,61.2,5.2,Offline,1
STU_00822,48.0,51.4,44.4,7.9,Online,1
STU_00823,21.4,80.6,55.8,5.7,Online,0
STU_00824,20.5,58.3,61.1,5.3,Offline,1
STU_00825,39.5,70.8,58.5,6.3,Offline,1
STU_00826,40.8,69.4,84.2,7.0,Offline,1
STU_00827,19.8,79.2,54.1,4.7,Offline,0
STU_00828,20.8,66.7,43.2,5.7,Online,1
STU_00829,22.2,66.1,44.3,6.7,Online,0
STU_00830,11.6,96.5,71.8,8.5,Online,0
STU_00831,15.8,79.3,34.7,3.0,Online,1
STU_00832,15.0,66.6,56.4,7.4,Self_Study,1
STU_00833,17.3,71.2,83.9,5.9,Online,1
STU_00834,24.7,99.7,65.3,5.8,Online,1
STU_00835,27.3,71.5,58.7,5.5,Online,1
STU_00836,40.5,64.7,59.4,6.0,Offline,1
STU_00837,15.0,64.7,41.5,7.4,Online,1
STU_00838,34.8,66.8,44.6,5.7,Online,1
STU_00839,22.9,66.1,56.5,9.0,Online,0
STU_00840,24.5,55.8,64.9,7.4,Self_Study,1
STU_00841,31.7,58.1,77.1,6.8,Self_Study,1
STU_00842,13.8,62.6,61.7,6.3,Self_Study,0
STU_00843,28.8,83.9,84.3,8.3,Online,1
STU_00844,26.7,69.3,88.9,8.5,Online,1
STU_00845,29.9,71.9,74.3,4.8,Offline,1
STU_00846,27.9,94.1,82.0,5.4,Online,1
STU_00847,49.6,94.4,42.2,7.5,Offline,1
STU_00848,18.6,70.8,39.3,7.9,Offline,1
STU_00849,19.7,65.5,69.3,6.0,Offline,0
STU_00850,18.8,62.0,35.9,5.4,Offline,0
STU_00851,19.4,85.4,54.8,6.6,Online,1
STU_00852,18.6,71.9,73.9,8.7,Self_Study,1
STU_00853,36.9,69.2,85.4,6.6,Offline,1
STU_00854,39.2,62.8,55.4,4.6,Offline,1
STU_00855,19.3,63.5,48.3,6.7,Offline,1
STU_00856,16.7,79.8,65.8,7.7,Self_Study,1
STU_00857,29.7,55.3,40.7,6.3,Self_Study,1
STU_00858,19.5,89.9,56.9,8.4,Offline,0
STU_00859,31.3,67.0,59.9,7.8,Offline,0
STU_00860,27.0,72.8,59.5,6.4,Self_Study,0
STU_00861,9.8,54.9,61.6,6.6,Offline,0
STU_00862,40.5,74.8,45.0,3.7,Self_Study,1
STU_00863,43.0,70.1,46.9,8.3,Offline,1
STU_00864,18.9,74.2,46.6,6.0,Self_Study,1
STU_00865,21.1,97.1,30.8,5.9,Offline,1
STU_00866,27.9,77.7,66.2,5.7,Online,1
STU_00867,28.3,63.1,76.1,7.2,Offline,0
STU_00868,31.6,64.3,74.3,4.8,Online,1
STU_00869,45.1,83.9,55.3,5.0,Offline,1
STU_00870,23.2,94.5,45.4,6.4,Offline,1
STU_00871,17.0,79.2,73.4,5.6,Offline,0
STU_00872,11.2,85.3,71.5,7.0,Online,0
STU_00873,17.7,84.1,63.9,5.6,Offline,1
STU_00874,24.7,96.3,91.4,8.9,Online,1
STU_00875,42.9,45.8,59.5,7.5,Self_Study,0
STU_00876,19.8,85.0,55.4,7.5,Self_Study,1
STU_00877,27.2,89.8,52.8,5.6,Self_Study,0
STU_00878,24.8,54.9,31.9,10.0,Online,1
STU_00879,36.9,61.7,71.9,5.8,Online,1
STU_00880,50.3,62.2,58.1,5.4,Self_Study,1
STU_00881,19.7,64.1,69.2,7.6,Online,1
STU_00882,20.1,67.8,93.2,6.8,Offline,0
STU_00883,35.4,78.6,53.0,5.3,Self_Study,1
STU_00884,31.8,88.0,17.9,9.8,Offline,1
STU_00885,43.5,91.2,68.7,8.0,Offline,1
STU_00886,30.8,62.4,63.0,6.5,Online,1
STU_00887,21.4,62.3,46.8,10.0,Self_Study,1
STU_00888,30.9,94.7,67.2,7.7,Online,1
STU_00889,36.1,84.7,74.1,6.5,Online,1
STU_00890,33.2,76.2,43.0,9.9,Offline,1
STU_00891,30.1,82.1,54.6,7.5,Online,1
STU_00892,35.7,74.6,86.6,7.4,Offline,1
STU_00893,36.7,82.9,47.0,5.9,Offline,1
STU_00894,38.8,70.0,61.2,6.6,Online,1
STU_00895,31.5,79.0,12.8,5.9,Online,1
STU_00896,23.3,52.3,33.3,8.7,Online,0
STU_00897,26.5,64.7,62.8,4.1,Online,1
STU_00898,37.1,64.8,82.1,8.5,Online,1
STU_00899,16.8,69.4,35.5,5.2,Self_Study,0
STU_00900,28.7,61.1,61.3,6.4,Online,1
STU_00901,21.1,67.0,53.2,6.1,Online,1
STU_00902,25.3,52.3,77.2,5.7,Online,1
STU_00903,37.8,83.2,38.1,7.5,Offline,1
STU_00904,26.9,73.8,67.7,6.5,Self_Study,1
STU_00905,25.5,49.4,48.2,5.5,Self_Study,1
STU_00906,11.4,62.5,64.0,6.7,Offline,0
STU_00907,32.5,80.0,61.2,5.5,Online,1
STU_00908,31.5,66.9,55.5,5.7,Online,1
STU_00909,46.6,64.5,68.6,4.3,Online,1
STU_00910,21.9,73.9,60.8,5.8,Self_Study,1
STU_00911,27.2,80.2,57.6,7.2,Offline,1
STU_00912,27.5,53.5,53.6,6.6,Online,0
STU_00913,40.8,83.3,61.4,9.2,Self_Study,1
STU_00914,24.0,63.0,64.0,10.0,Self_Study,0
STU_00915,27.8,74.7,42.2,5.8,Self_Study,1
STU_00916,31.1,74.5,53.7,5.3,Online,1
STU_00917,26.9,67.1,41.0,8.2,Online,1
STU_00918,20.5,59.6,59.3,7.0,Online,1
STU_00919,26.9,70.7,49.3,8.2,Offline,1
STU_00920,35.7,99.4,73.9,7.1,Offline,1
STU_00921,14.7,54.6,72.1,6.2,Self_Study,1
STU_00922,26.3,100.0,43.4,6.2,Online,1
STU_00923,18.0,71.1,60.0,7.1,Offline,0
STU_00924,37.0,75.5,71.5,6.2,Self_Study,1
STU_00925,9.8,58.7,56.8,8.3,Online,1
STU_00926,19.4,63.4,46.9,4.5,Online,1
STU_00927,28.8,67.5,40.3,8.3,Offline,0
STU_00928,40.7,59.3,75.4,3.7,Offline,1
STU_00929,24.3,71.9,76.2,6.7,Self_Study,1
STU_00930,19.4,68.9,56.3,6.0,Self_Study,1
STU_00931,43.8,100.0,73.8,4.2,Self_Study,0
STU_00932,10.5,57.5,6.6,3.4,Offline,0
STU_00933,3.0,76.5,83.9,4.9,Online,1
STU_00934,29.4,78.7,57.2,6.6,Self_Study,1
STU_00935,20.0,58.9,62.6,5.6,Self_Study,0
STU_00936,14.8,85.3,54.2,4.9,Offline,1
STU_00937,32.1,69.0,85.1,8.5,Online,1
STU_00938,27.4,37.6,40.9,4.7,Offline,0
STU_00939,19.4,84.9,86.5,7.5,Self_Study,0
STU_00940,12.2,58.2,67.1,5.2,Online,0
STU_00941,33.7,59.3,71.2,4.8,Offline,0
STU_00942,31.5,85.3,54.1,5.6,Self_Study,1
STU_00943,24.0,69.8,36.5,7.4,Self_Study,1
STU_00944,43.5,88.8,76.7,4.4,Offline,1
STU_00945,14.3,93.2,65.6,6.9,Self_Study,1
STU_00946,9.7,65.3,84.5,5.1,Online,1
STU_00947,18.1,86.9,56.5,5.3,Online,1
STU_00948,24.5,63.7,52.5,7.1,Online,1
STU_00949,27.4,100.0,85.0,9.8,Online,1
STU_00950,22.6,64.6,94.4,5.1,Offline,1
STU_00951,28.5,90.4,60.2,7.6,Online,0
STU_00952,12.5,87.7,46.5,6.0,Offline,1
STU_00953,39.4,79.7,74.6,5.8,Offline,1
STU_00954,24.2,64.9,55.4,8.1,Offline,1
STU_00955,36.2,72.7,70.8,5.2,Online,1
STU_00956,28.4,42.7,55.3,4.8,Online,1
STU_00957,29.6,78.4,88.2,7.2,Online,1
STU_00958,30.7,80.2,47.4,8.9,Online,1
STU_00959,29.5,77.0,68.6,7.6,Online,1
STU_00960,31.4,30.4,51.2,4.4,Online,0
STU_00961,38.3,56.0,54.9,5.6,Offline,1
STU_00962,27.0,63.8,52.6,8.0,Online,1
STU_00963,32.1,79.4,73.3,8.9,Online,1
STU_00964,24.1,79.3,76.5,6.8,Online,1
STU_00965,39.4,72.4,70.0,5.6,Self_Study,1
STU_00966,18.2,84.5,58.1,9.0,Online,1
STU_00967,43.0,59.6,62.5,6.4,Online,1
STU_00968,24.6,84.2,76.2,5.6,Offline,1
STU_00969,10.7,82.1,76.7,5.3,Self_Study,1
STU_00970,26.3,80.7,11.6,4.7,Offline,1
STU_00971,18.2,72.3,55.1,10.0,Offline,1
STU_00972,33.4,100.0,56.0,8.6,Offline,1
STU_00973,18.5,82.4,72.0,5.5,Offline,1
STU_00974,20.5,60.5,58.8,9.1,Online,1
STU_00975,6.1,78.7,72.9,7.3,Online,1
STU_00976,20.5,86.3,40.6,7.2,Self_Study,1
STU_00977,1.0,66.2,64.7,5.4,Offline,0
STU_00978,9.2,91.3,76.2,5.7,Offline,1
STU_00979,32.6,80.7,33.5,6.4,Online,1
STU_00980,32.9,39.9,100.0,3.6,Self_Study,1
STU_00981,29.3,79.5,81.4,5.8,Online,1
STU_00982,15.3,68.9,60.0,6.5,Online,1
STU_00983,24.5,83.1,45.1,8.5,Offline,1
STU_00984,25.0,89.2,56.8,5.6,Offline,1
STU_00985,13.4,77.9,61.5,7.7,Self_Study,0
STU_00986,40.0,100.0,67.9,3.4,Online,1
STU_00987,33.8,72.3,87.0,8.3,Offline,1
STU_00988,22.8,84.4,51.4,5.1,Online,1
