Character_ID,Weapon_Type,Movement_Speed,Attack_Power,Defense_Power
CHAR_01213,Bow,112,24,
CHAR_11131,Sword,136,67,56.0
CHAR_11480,Bow,145,48,55.0
CHAR_11848,Bow,86,47,58.0
CHAR_07836,Bow,126,90,23.0
CHAR_10623,Bow,59,61,54.0
CHAR_08943,Shield,69,77,28.0
CHAR_00932,Shield,112,13,24.0
CHAR_04722,Sword,131,21,85.0
CHAR_04193,Shield,81,26,85.0
CHAR_02231,Staff,106,24,23.0
CHAR_02651,Shield,111,28,20.0
CHAR_01984,Sword,79,25,23.0
CHAR_08806,Staff,83,85,19.0
CHAR_02473,Shield,113,13,17.0
CHAR_01433,Bow,69,17,17.0
CHAR_10883,Sword,94,65,54.0
CHAR_05367,Shield,92,22,95.0
CHAR_04031,Staff,105,17,91.0
CHAR_02214,Bow,64,18,22.0
CHAR_11257,Bow,144,68,48.0
CHAR_00303,Bow,53,23,15.0
CHAR_08944,Sword,76,85,29.0
CHAR_10761,Bow,136,61,48.0
CHAR_00970,Sword,132,21,18.0
CHAR_10421,Shield,119,57,59.0
CHAR_05414,Sword,142,17,85.0
CHAR_00210,Shield,88,23,26.0
CHAR_01934,Bow,75,33,18.0
CHAR_11695,Shield,87,46,52.0
CHAR_00651,Bow,103,26,23.0
CHAR_11205,Bow,93,62,50.0
CHAR_09309,Bow,100,56,48.0
CHAR_10142,Sword,60,47,42.0
CHAR_08233,Bow,50,87,15.0
CHAR_03613,Staff,51,33,74.0
CHAR_06817,Sword,98,88,10.0
CHAR_06022,Sword,110,88,28.0
CHAR_03014,Sword,76,23,84.0
CHAR_11922,Bow,93,49,
CHAR_02974,Bow,61,25,22.0
CHAR_08106,Sword,57,96,18.0
CHAR_02318,Staff,64,17,19.0
CHAR_01421,Sword,117,25,15.0
CHAR_03547,Staff,88,15,89.0
CHAR_01139,Staff,125,24,20.0
CHAR_09755,Staff,65,43,51.0
CHAR_06854,Bow,90,78,14.0
CHAR_07793,Staff,110,86,31.0
CHAR_07246,Staff,77,100,29.0
CHAR_02879,Sword,141,19,22.0
CHAR_00749,Shield,64,13,13.0
CHAR_11352,Bow,131,57,64.0
CHAR_08372,Shield,64,95,22.0
CHAR_00398,Sword,88,19,31.0
CHAR_06983,Sword,70,90,18.0
CHAR_10449,Bow,147,54,49.0
CHAR_00321,Shield,70,23,15.0
CHAR_03617,Staff,69,34,78.0
CHAR_07348,Shield,76,73,20.0
CHAR_10442,Bow,63,60,46.0
CHAR_04602,Staff,60,23,80.0
CHAR_06605,Sword,78,87,19.0
CHAR_04094,Shield,144,24,84.0
CHAR_07589,Bow,90,86,31.0
CHAR_10412,Shield,117,51,54.0
CHAR_11478,Sword,95,41,51.0
CHAR_03886,Sword,114,11,84.0
CHAR_11177,Shield,146,55,52.0
CHAR_09164,Sword,98,47,51.0
CHAR_00764,Staff,143,26,21.0
CHAR_06676,Sword,142,89,18.0
CHAR_06162,Sword,57,86,1.0
CHAR_11833,Bow,87,64,61.0
CHAR_10923,Sword,123,53,56.0
CHAR_09741,Bow,101,48,59.0
CHAR_08328,Staff,65,93,36.0
CHAR_03033,Sword,54,15,78.0
CHAR_05095,Bow,69,36,89.0
CHAR_06357,Sword,145,85,18.0
CHAR_10743,Sword,100,55,51.0
CHAR_01665,Shield,62,20,19.0
CHAR_03132,Shield,142,31,86.0
CHAR_08126,Shield,50,86,22.0
CHAR_00473,Shield,113,27,15.0
CHAR_03994,Staff,132,16,92.0
CHAR_11513,Sword,149,57,56.0
CHAR_03026,Sword,113,26,82.0
CHAR_11713,Bow,64,59,55.0
CHAR_04679,Staff,59,15,90.0
CHAR_04649,Bow,115,14,76.0
CHAR_10101,Sword,98,53,51.0
CHAR_07065,Bow,87,95,22.0
CHAR_06786,Shield,71,86,11.0
CHAR_03834,Staff,90,22,98.0
CHAR_02995,Staff,70,20,21.0
CHAR_01399,Shield,94,17,25.0
CHAR_04731,Sword,79,21,87.0
CHAR_01351,Bow,78,11,20.0
CHAR_11256,Bow,118,57,61.0
CHAR_05354,Bow,119,33,89.0
CHAR_05120,Bow,122,27,87.0
CHAR_01697,Bow,74,17,26.0
CHAR_00251,Sword,117,25,21.0
CHAR_05524,Bow,134,10,80.0
CHAR_01883,Staff,116,17,22.0
CHAR_10053,Staff,137,59,54.0
CHAR_04783,Shield,137,36,90.0
CHAR_05210,Sword,131,24,91.0
CHAR_08681,Bow,134,88,18.0
CHAR_05544,Sword,55,20,86.0
CHAR_11360,Shield,95,47,58.0
CHAR_07578,Shield,70,74,29.0
CHAR_09803,Bow,121,63,62.0
CHAR_11321,Shield,136,61,54.0
CHAR_02980,Sword,129,21,15.0
CHAR_05130,Sword,99,18,76.0
CHAR_10846,Sword,128,49,51.0
CHAR_08146,Staff,104,78,24.0
CHAR_10063,Staff,141,50,61.0
CHAR_07412,Sword,95,88,33.0
CHAR_02442,Sword,108,14,16.0
CHAR_08898,Bow,130,84,16.0
CHAR_08663,Bow,136,80,23.0
CHAR_06800,Shield,139,95,11.0
CHAR_10688,Staff,122,57,46.0
CHAR_09782,Bow,116,62,48.0
CHAR_11293,Shield,60,57,60.0
CHAR_09152,Sword,98,49,53.0
CHAR_02495,Bow,116,24,14.0
CHAR_09002,Shield,95,60,53.0
CHAR_08828,Bow,133,92,25.0
CHAR_10046,Bow,124,58,50.0
CHAR_07822,Staff,140,85,8.0
CHAR_04812,Sword,55,21,84.0
CHAR_11638,Bow,65,49,52.0
CHAR_04508,Staff,124,15,88.0
CHAR_09396,Staff,71,60,41.0
CHAR_05979,Sword,144,19,98.0
CHAR_02325,Shield,66,23,20.0
CHAR_02388,Shield,110,24,13.0
CHAR_08281,Shield,77,94,23.0
CHAR_03651,Staff,91,18,89.0
CHAR_02452,Staff,100,20,29.0
CHAR_09139,Shield,131,66,51.0
CHAR_07682,Bow,102,81,14.0
CHAR_05577,Bow,91,14,88.0
CHAR_09280,Staff,99,39,58.0
CHAR_07528,Staff,108,96,22.0
CHAR_02846,Bow,94,17,35.0
CHAR_03387,Staff,141,11,95.0
CHAR_10117,Sword,139,55,57.0
CHAR_06561,Shield,130,84,19.0
CHAR_05566,Bow,53,27,86.0
CHAR_05337,Staff,124,12,81.0
CHAR_00248,Sword,99,29,21.0
CHAR_04127,Staff,66,24,69.0
CHAR_01795,Sword,77,16,14.0
CHAR_01479,Shield,95,18,25.0
CHAR_10135,Sword,134,42,50.0
CHAR_11868,Sword,115,61,48.0
CHAR_04010,Bow,112,22,91.0
CHAR_10165,Shield,54,65,62.0
CHAR_00562,Staff,81,24,9.0
CHAR_07488,Bow,126,87,27.0
CHAR_11911,Staff,91,54,39.0
CHAR_03244,Sword,63,16,83.0
CHAR_08579,Sword,86,78,19.0
CHAR_09322,Staff,118,54,51.0
CHAR_08447,Shield,109,80,19.0
CHAR_10056,Staff,135,52,51.0
CHAR_08911,Shield,122,74,15.0
CHAR_07768,Sword,70,79,16.0
CHAR_04149,Staff,80,16,83.0
CHAR_01002,Staff,118,20,20.0
CHAR_06346,Bow,101,86,19.0
CHAR_06105,Shield,83,78,31.0
CHAR_10831,Bow,94,57,51.0
CHAR_09147,Staff,121,65,42.0
CHAR_05800,Bow,114,15,85.0
CHAR_00862,Sword,50,28,20.0
CHAR_05613,Bow,138,19,79.0
CHAR_07754,Shield,146,85,26.0
CHAR_03079,Shield,130,28,75.0
CHAR_03851,Staff,105,15,84.0
CHAR_02627,Staff,85,23,25.0
CHAR_00592,Sword,142,22,32.0
CHAR_08400,Bow,74,85,24.0
CHAR_03282,Sword,133,26,80.0
CHAR_01864,Sword,56,27,20.0
CHAR_05391,Bow,129,19,87.0
CHAR_03469,Staff,105,16,84.0
CHAR_05711,Sword,82,17,85.0
CHAR_00180,Staff,120,23,25.0
CHAR_07712,Staff,80,90,22.0
CHAR_08998,Staff,119,80,13.0
CHAR_06333,Sword,115,89,11.0
CHAR_06330,Sword,149,80,16.0
CHAR_02755,Staff,101,18,15.0
CHAR_00033,Sword,70,15,15.0
CHAR_07563,Bow,114,83,16.0
CHAR_03307,Staff,79,25,87.0
CHAR_08953,Sword,103,80,23.0
CHAR_01766,Staff,107,31,14.0
CHAR_05513,Bow,68,23,77.0
CHAR_04024,Shield,79,27,90.0
CHAR_06827,Bow,71,76,18.0
CHAR_07448,Sword,87,86,20.0
CHAR_06911,Shield,102,81,18.0
CHAR_01904,Staff,143,19,23.0
CHAR_07116,Bow,72,95,25.0
CHAR_09367,Bow,96,57,53.0
CHAR_06883,Sword,98,86,27.0
CHAR_06961,Sword,101,91,23.0
CHAR_09443,Staff,104,58,68.0
CHAR_02929,Bow,58,25,22.0
CHAR_09669,Staff,101,51,51.0
CHAR_02174,Bow,127,16,23.0
CHAR_07826,Bow,88,92,13.0
CHAR_03997,Staff,77,17,81.0
CHAR_05076,Staff,149,20,82.0
CHAR_00900,Staff,50,22,17.0
CHAR_08305,Staff,137,81,25.0
CHAR_06874,Staff,93,77,26.0
CHAR_10640,Sword,55,55,49.0
CHAR_09188,Staff,53,52,52.0
CHAR_09453,Bow,118,65,55.0
CHAR_03470,Sword,75,20,87.0
CHAR_04879,Staff,83,22,80.0
CHAR_01006,Bow,142,24,6.0
CHAR_07054,Bow,124,80,22.0
CHAR_05805,Bow,78,8,82.0
CHAR_04498,Shield,141,3,92.0
CHAR_03883,Bow,148,19,88.0
CHAR_00092,Staff,127,16,20.0
CHAR_05523,Sword,96,14,80.0
CHAR_10993,Staff,122,61,59.0
CHAR_02157,Shield,96,18,35.0
CHAR_06232,Bow,51,80,19.0
CHAR_08249,Shield,57,90,26.0
CHAR_09434,Bow,85,52,42.0
CHAR_06075,Shield,60,88,15.0
CHAR_01418,Bow,110,28,18.0
CHAR_03233,Sword,98,5,84.0
CHAR_10672,Staff,145,56,35.0
CHAR_03006,Sword,126,18,84.0
CHAR_07213,Staff,93,76,31.0
CHAR_01655,Shield,146,19,31.0
CHAR_07932,Bow,62,80,13.0
CHAR_09612,Staff,51,56,53.0
CHAR_10536,Bow,98,49,45.0
CHAR_06964,Sword,71,76,17.0
CHAR_02928,Staff,104,28,26.0
CHAR_01501,Shield,120,17,13.0
CHAR_07303,Staff,115,90,18.0
CHAR_07840,Sword,148,94,7.0
CHAR_07720,Staff,51,92,15.0
CHAR_09647,Staff,62,57,59.0
CHAR_01427,Sword,107,14,16.0
CHAR_06596,Sword,72,85,22.0
CHAR_07740,Sword,74,85,22.0
CHAR_08510,Staff,57,80,23.0
CHAR_07584,Bow,53,89,13.0
CHAR_02777,Bow,144,19,18.0
CHAR_10841,Staff,50,61,59.0
CHAR_09308,Staff,69,62,55.0
CHAR_10068,Bow,73,56,59.0
CHAR_07510,Sword,69,84,13.0
CHAR_00408,Sword,144,21,19.0
CHAR_01470,Bow,104,26,22.0
CHAR_07347,Staff,79,82,22.0
CHAR_10031,Bow,140,73,66.0
CHAR_10809,Bow,148,57,54.0
CHAR_01740,Bow,99,19,23.0
CHAR_05121,Sword,128,13,85.0
CHAR_04083,Bow,67,16,94.0
CHAR_06734,Staff,135,83,29.0
CHAR_07553,Staff,100,90,21.0
CHAR_08248,Sword,80,88,14.0
CHAR_06620,Shield,128,82,25.0
CHAR_03035,Shield,76,20,87.0
CHAR_10815,Staff,137,61,48.0
CHAR_03973,Staff,83,27,89.0
CHAR_01602,Shield,91,17,28.0
CHAR_10116,Sword,108,54,44.0
CHAR_03692,Shield,106,19,100.0
CHAR_07496,Staff,131,76,23.0
CHAR_02464,Staff,91,24,10.0
CHAR_11436,Shield,72,51,57.0
CHAR_02417,Sword,121,22,10.0
CHAR_04215,Staff,99,23,79.0
CHAR_03413,Bow,119,22,83.0
CHAR_09384,Shield,78,56,56.0
CHAR_11060,Shield,142,58,55.0
CHAR_08548,Bow,65,88,32.0
CHAR_08337,Shield,72,82,9.0
CHAR_06571,Staff,59,87,31.0
CHAR_03379,Bow,59,20,86.0
CHAR_05771,Staff,79,29,89.0
CHAR_09906,Staff,149,45,63.0
CHAR_03954,Shield,126,14,87.0
CHAR_02751,Sword,96,28,14.0
CHAR_01432,Sword,146,24,21.0
CHAR_03105,Bow,100,26,83.0
CHAR_07467,Shield,144,85,11.0
CHAR_10782,Bow,111,56,63.0
CHAR_01068,Bow,143,18,14.0
CHAR_04317,Sword,56,27,75.0
CHAR_03955,Sword,147,9,89.0
CHAR_01844,Staff,117,21,26.0
CHAR_11595,Bow,57,48,61.0
CHAR_05025,Sword,123,19,95.0
CHAR_09000,Shield,145,57,73.0
CHAR_05503,Sword,71,18,93.0
CHAR_07252,Sword,77,80,21.0
CHAR_00330,Bow,112,20,25.0
CHAR_03082,Sword,110,27,84.0
CHAR_05508,Staff,93,16,92.0
CHAR_02675,Shield,57,10,20.0
CHAR_02910,Staff,80,17,23.0
CHAR_08495,Staff,83,72,23.0
CHAR_03116,Sword,51,25,95.0
CHAR_07023,Staff,140,99,19.0
CHAR_06832,Sword,81,84,18.0
CHAR_11677,Shield,140,53,57.0
CHAR_10037,Staff,110,57,56.0
CHAR_06271,Bow,64,86,20.0
CHAR_09924,Bow,77,55,64.0
CHAR_01669,Bow,149,23,20.0
CHAR_10467,Staff,122,62,53.0
CHAR_08138,Sword,112,71,23.0
CHAR_10127,Shield,141,50,66.0
CHAR_00041,Staff,148,21,21.0
CHAR_03204,Shield,136,13,78.0
CHAR_10986,Staff,80,47,59.0
CHAR_05070,Staff,104,26,
CHAR_00318,Staff,89,22,26.0
CHAR_02252,Staff,91,13,18.0
CHAR_07284,Shield,87,83,20.0
CHAR_06861,Shield,106,82,29.0
CHAR_11828,Staff,51,48,68.0
CHAR_10071,Shield,65,58,51.0
CHAR_02474,Bow,109,22,19.0
CHAR_06145,Shield,125,89,14.0
CHAR_06107,Sword,98,97,
CHAR_07309,Staff,149,77,12.0
CHAR_08358,Bow,142,81,24.0
CHAR_06536,Bow,99,89,27.0
CHAR_00085,Bow,82,17,22.0
CHAR_06440,Sword,81,87,21.0
CHAR_01210,Bow,127,14,19.0
CHAR_01035,Bow,64,28,25.0
CHAR_05821,Staff,85,28,77.0
CHAR_05024,Bow,62,1,86.0
CHAR_02807,Bow,104,16,18.0
CHAR_11081,Bow,62,51,66.0
CHAR_03412,Bow,52,9,88.0
CHAR_07711,Staff,51,79,19.0
CHAR_10018,Staff,118,50,45.0
CHAR_03958,Bow,135,36,89.0
CHAR_08573,Sword,139,78,13.0
CHAR_03065,Shield,108,18,83.0
CHAR_11536,Shield,106,54,43.0
CHAR_05344,Staff,135,8,86.0
CHAR_11805,Staff,143,60,56.0
CHAR_10036,Bow,60,62,57.0
CHAR_09052,Sword,116,65,59.0
CHAR_04622,Bow,70,15,88.0
CHAR_04055,Bow,111,10,88.0
CHAR_01166,Shield,68,27,19.0
CHAR_11430,Shield,125,50,63.0
CHAR_00958,Shield,142,23,26.0
CHAR_10359,Shield,148,55,63.0
CHAR_02864,Staff,102,22,17.0
CHAR_00465,Staff,126,19,13.0
CHAR_09455,Bow,106,59,44.0
CHAR_05382,Shield,57,21,76.0
CHAR_07645,Shield,82,82,25.0
CHAR_08432,Shield,115,94,32.0
CHAR_00868,Sword,129,23,21.0
CHAR_06818,Sword,144,78,25.0
CHAR_11942,Sword,131,53,57.0
CHAR_10974,Shield,85,48,65.0
CHAR_03107,Sword,62,15,88.0
CHAR_04691,Sword,105,16,90.0
CHAR_11667,Staff,135,62,50.0
CHAR_06472,Bow,103,87,27.0
CHAR_10849,Sword,95,55,60.0
CHAR_05022,Bow,61,9,90.0
CHAR_08977,Bow,141,87,13.0
CHAR_10520,Shield,51,55,49.0
CHAR_07850,Staff,108,80,30.0
CHAR_04609,Bow,132,20,81.0
CHAR_07603,Sword,138,93,19.0
CHAR_07199,Staff,149,89,21.0
CHAR_04672,Bow,121,22,80.0
CHAR_05328,Shield,142,20,80.0
CHAR_10441,Staff,100,54,61.0
CHAR_11056,Bow,88,61,63.0
CHAR_11907,Bow,138,55,43.0
CHAR_05113,Sword,80,12,83.0
CHAR_06831,Sword,80,81,29.0
CHAR_02955,Bow,91,29,24.0
CHAR_04847,Staff,74,20,93.0
CHAR_07234,Staff,140,93,13.0
CHAR_09626,Bow,140,43,63.0
CHAR_11178,Sword,78,57,53.0
CHAR_01662,Sword,108,9,17.0
CHAR_09629,Shield,61,49,59.0
CHAR_01142,Bow,51,19,22.0
CHAR_06032,Staff,81,84,23.0
CHAR_04584,Sword,131,24,80.0
CHAR_11277,Bow,61,50,57.0
CHAR_11780,Sword,50,62,53.0
CHAR_04743,Shield,123,24,83.0
CHAR_05030,Shield,51,18,81.0
CHAR_06719,Sword,104,79,25.0
CHAR_02742,Sword,146,20,20.0
CHAR_10399,Sword,136,54,40.0
CHAR_04139,Bow,56,28,77.0
CHAR_09234,Shield,116,53,57.0
CHAR_06834,Sword,104,88,17.0
CHAR_10833,Shield,81,53,56.0
CHAR_02487,Staff,122,20,22.0
CHAR_06872,Shield,143,86,17.0
CHAR_02389,Sword,135,25,9.0
CHAR_08847,Shield,119,87,15.0
CHAR_00543,Staff,140,27,15.0
CHAR_09288,Sword,140,48,53.0
CHAR_03328,Shield,64,28,86.0
CHAR_10082,Bow,90,58,61.0
CHAR_02992,Staff,76,20,15.0
CHAR_05636,Sword,51,28,85.0
CHAR_06884,Staff,101,86,17.0
CHAR_02344,Sword,85,9,18.0
CHAR_01839,Shield,137,19,
CHAR_07844,Bow,95,96,22.0
CHAR_02616,Sword,106,16,19.0
CHAR_08695,Bow,54,73,16.0
CHAR_06998,Staff,100,94,24.0
CHAR_01498,Shield,115,25,9.0
CHAR_08343,Sword,60,87,23.0
CHAR_00733,Sword,85,11,21.0
CHAR_04096,Bow,146,36,89.0
CHAR_05561,Sword,92,24,78.0
CHAR_10299,Bow,66,50,62.0
CHAR_02301,Shield,122,15,18.0
CHAR_11102,Bow,54,66,64.0
CHAR_02613,Sword,145,20,20.0
CHAR_10303,Shield,81,54,62.0
CHAR_05065,Shield,79,21,83.0
CHAR_06558,Sword,147,78,1.0
CHAR_11963,Shield,57,60,53.0
CHAR_06462,Staff,106,79,24.0
CHAR_04233,Shield,85,24,78.0
CHAR_05733,Shield,55,9,84.0
CHAR_10431,Sword,71,55,62.0
CHAR_10170,Sword,52,53,46.0
CHAR_11808,Bow,124,60,39.0
CHAR_06856,Shield,127,89,17.0
CHAR_04959,Sword,110,18,86.0
CHAR_06072,Bow,93,87,26.0
CHAR_09395,Staff,147,61,56.0
CHAR_04184,Sword,148,20,81.0
CHAR_11495,Bow,75,52,50.0
CHAR_00902,Shield,120,20,28.0
CHAR_07879,Staff,81,82,21.0
CHAR_05833,Staff,59,26,75.0
CHAR_10544,Staff,58,60,57.0
CHAR_11438,Bow,56,57,68.0
CHAR_07946,Sword,102,100,13.0
CHAR_03187,Sword,143,27,87.0
CHAR_10792,Bow,112,62,47.0
CHAR_04209,Shield,102,27,81.0
CHAR_08912,Staff,64,100,19.0
CHAR_05501,Shield,107,17,88.0
CHAR_09967,Bow,89,55,52.0
CHAR_09430,Bow,133,55,62.0
CHAR_00150,Staff,69,21,24.0
CHAR_03685,Bow,56,21,91.0
CHAR_06669,Bow,131,75,29.0
CHAR_03458,Bow,78,16,91.0
CHAR_03094,Staff,70,20,92.0
CHAR_05199,Sword,141,20,85.0
CHAR_10115,Shield,124,52,52.0
CHAR_10939,Bow,56,57,38.0
CHAR_03721,Bow,123,27,86.0
CHAR_03952,Sword,119,11,80.0
CHAR_10766,Bow,111,60,52.0
CHAR_08102,Shield,51,91,9.0
CHAR_00708,Staff,115,10,22.0
CHAR_04064,Bow,56,21,77.0
CHAR_02996,Staff,58,21,26.0
CHAR_10261,Staff,111,54,47.0
CHAR_04194,Shield,116,24,83.0
CHAR_01634,Bow,54,18,17.0
CHAR_05646,Sword,78,7,92.0
CHAR_07299,Staff,131,76,24.0
CHAR_07375,Sword,123,87,19.0
CHAR_00035,Bow,90,14,22.0
CHAR_02055,Staff,70,16,14.0
CHAR_05006,Bow,127,21,82.0
CHAR_03771,Staff,60,20,87.0
CHAR_01744,Bow,126,15,28.0
CHAR_04077,Bow,83,32,79.0
CHAR_04515,Shield,82,23,91.0
CHAR_06978,Bow,73,88,10.0
CHAR_00428,Shield,124,25,22.0
CHAR_11592,Sword,57,51,51.0
CHAR_03016,Shield,64,33,75.0
CHAR_05545,Bow,65,32,93.0
CHAR_07636,Sword,143,82,32.0
CHAR_10004,Staff,134,68,62.0
CHAR_04129,Sword,97,28,78.0
CHAR_04119,Sword,117,24,78.0
CHAR_02611,Sword,139,14,29.0
CHAR_04028,Staff,133,13,75.0
CHAR_01626,Bow,50,18,17.0
CHAR_08501,Staff,119,85,22.0
CHAR_01393,Bow,106,21,17.0
CHAR_04463,Shield,100,13,80.0
CHAR_10754,Shield,93,50,60.0
CHAR_02201,Sword,143,19,17.0
CHAR_04147,Staff,72,4,84.0
CHAR_00704,Sword,84,12,19.0
CHAR_09010,Shield,114,61,57.0
CHAR_07678,Shield,76,93,18.0
CHAR_01355,Shield,64,7,24.0
CHAR_02685,Staff,112,22,13.0
CHAR_09897,Shield,107,54,51.0
CHAR_00608,Staff,146,11,13.0
CHAR_11526,Staff,145,71,65.0
CHAR_10819,Shield,109,49,48.0
CHAR_10517,Sword,83,48,55.0
CHAR_10195,Staff,147,61,52.0
CHAR_07794,Sword,85,80,25.0
CHAR_01323,Sword,115,22,15.0
CHAR_09489,Bow,109,52,43.0
CHAR_01595,Shield,108,15,21.0
CHAR_01516,Sword,82,28,18.0
CHAR_00758,Shield,90,16,21.0
CHAR_10644,Staff,120,66,61.0
CHAR_03902,Sword,93,23,78.0
CHAR_08796,Staff,136,91,15.0
CHAR_11903,Shield,78,46,52.0
CHAR_06018,Staff,102,89,14.0
CHAR_04738,Bow,134,21,83.0
CHAR_04860,Bow,124,32,84.0
CHAR_00399,Staff,98,26,18.0
CHAR_00930,Bow,133,17,23.0
CHAR_04003,Sword,103,19,86.0
CHAR_00542,Shield,60,23,24.0
CHAR_11336,Sword,145,55,49.0
CHAR_08637,Staff,53,83,15.0
CHAR_11711,Sword,57,51,57.0
CHAR_06131,Shield,89,87,13.0
CHAR_04035,Sword,91,27,82.0
CHAR_01688,Bow,122,21,13.0
CHAR_02128,Bow,101,24,21.0
CHAR_02288,Sword,86,17,17.0
CHAR_04688,Sword,67,19,92.0
CHAR_01747,Staff,59,23,15.0
CHAR_00367,Bow,141,20,21.0
CHAR_09433,Shield,53,49,44.0
CHAR_11466,Staff,144,56,54.0
CHAR_08481,Staff,127,79,15.0
CHAR_03264,Shield,59,16,79.0
CHAR_05950,Shield,130,21,93.0
CHAR_02709,Shield,124,28,29.0
CHAR_09681,Shield,102,60,49.0
CHAR_00063,Shield,77,14,17.0
CHAR_02189,Staff,90,23,29.0
CHAR_10450,Bow,73,59,52.0
CHAR_04772,Bow,141,18,90.0
CHAR_04880,Sword,92,12,80.0
CHAR_10092,Staff,90,59,49.0
CHAR_08059,Bow,84,79,15.0
CHAR_10236,Sword,118,50,56.0
CHAR_07732,Staff,78,94,12.0
CHAR_07664,Sword,59,88,21.0
CHAR_06248,Shield,70,88,19.0
CHAR_02818,Bow,106,22,14.0
CHAR_03975,Staff,86,20,82.0
CHAR_00427,Staff,106,23,27.0
CHAR_09246,Shield,135,49,50.0
CHAR_09335,Bow,127,52,46.0
CHAR_06351,Sword,108,83,15.0
CHAR_09731,Shield,74,49,67.0
CHAR_04707,Shield,123,20,80.0
CHAR_05770,Bow,94,18,73.0
CHAR_04337,Shield,90,10,95.0
CHAR_11609,Staff,143,41,64.0
CHAR_07677,Staff,87,86,17.0
CHAR_00676,Sword,50,14,20.0
CHAR_11884,Sword,101,39,50.0
CHAR_06866,Shield,126,87,21.0
CHAR_11149,Sword,77,40,65.0
CHAR_07075,Staff,65,81,25.0
CHAR_10477,Shield,107,52,44.0
CHAR_10859,Shield,58,53,54.0
CHAR_06175,Sword,74,83,24.0
CHAR_02002,Bow,51,16,11.0
CHAR_07127,Staff,62,82,27.0
CHAR_06836,Staff,116,79,20.0
CHAR_05568,Sword,133,23,88.0
CHAR_09097,Staff,114,47,64.0
CHAR_08981,Bow,97,83,28.0
CHAR_08883,Bow,71,87,23.0
CHAR_02290,Bow,76,29,28.0
CHAR_08444,Sword,142,83,24.0
CHAR_03013,Staff,101,27,86.0
CHAR_00740,Staff,138,11,16.0
CHAR_00000,Bow,111,22,10.0
CHAR_04614,Shield,90,29,86.0
CHAR_02517,Sword,143,9,23.0
CHAR_04329,Sword,54,17,91.0
CHAR_10481,Bow,134,53,60.0
CHAR_05761,Staff,129,12,90.0
CHAR_05380,Bow,94,21,88.0
CHAR_04685,Bow,63,25,80.0
CHAR_06532,Sword,60,87,24.0
CHAR_08730,Sword,103,71,11.0
CHAR_05058,Bow,125,21,82.0
CHAR_05125,Bow,82,25,90.0
CHAR_06101,Bow,79,79,11.0
CHAR_08668,Bow,111,82,21.0
CHAR_04335,Bow,104,22,85.0
CHAR_05216,Shield,83,29,92.0
CHAR_06355,Sword,69,88,18.0
CHAR_05399,Staff,55,20,84.0
CHAR_03473,Shield,84,6,82.0
CHAR_09423,Sword,82,52,63.0
CHAR_09584,Staff,106,64,56.0
CHAR_02447,Sword,52,19,29.0
CHAR_04605,Sword,53,16,74.0
CHAR_10346,Bow,73,63,58.0
CHAR_11237,Bow,123,69,49.0
CHAR_03206,Sword,107,18,91.0
CHAR_01530,Shield,101,21,21.0
CHAR_06375,Sword,114,85,22.0
CHAR_04026,Bow,72,22,86.0
CHAR_00216,Bow,90,16,12.0
CHAR_03620,Bow,92,6,87.0
CHAR_06423,Bow,135,90,15.0
CHAR_00921,Sword,134,15,21.0
CHAR_00866,Shield,103,21,22.0
CHAR_06143,Bow,128,95,22.0
CHAR_09562,Sword,103,42,44.0
CHAR_00017,Bow,117,22,6.0
CHAR_04226,Staff,75,20,81.0
CHAR_11757,Shield,97,54,60.0
CHAR_11228,Shield,57,51,48.0
CHAR_06464,Shield,139,87,21.0
CHAR_02507,Bow,77,26,7.0
CHAR_11479,Staff,53,47,65.0
CHAR_04808,Sword,130,30,81.0
CHAR_09054,Shield,129,58,36.0
CHAR_10803,Shield,117,55,49.0
CHAR_06685,Shield,119,95,21.0
CHAR_02168,Staff,74,19,16.0
CHAR_00795,Sword,106,25,18.0
CHAR_11290,Sword,130,48,68.0
CHAR_11153,Bow,124,50,65.0
CHAR_02316,Bow,93,24,12.0
CHAR_01562,Sword,87,8,16.0
CHAR_06761,Staff,103,93,18.0
CHAR_10305,Sword,78,58,57.0
CHAR_02342,Bow,65,22,11.0
CHAR_07249,Staff,87,76,26.0
CHAR_10087,Sword,146,58,47.0
CHAR_02913,Bow,118,24,22.0
CHAR_07770,Bow,95,87,15.0
CHAR_03781,Sword,147,20,91.0
CHAR_11001,Sword,131,57,57.0
CHAR_10962,Staff,121,35,53.0
CHAR_03482,Shield,78,15,77.0
CHAR_00683,Staff,100,22,26.0
CHAR_07007,Shield,137,83,25.0
CHAR_06486,Shield,68,87,11.0
CHAR_10865,Shield,142,60,50.0
CHAR_00577,Bow,122,24,17.0
CHAR_11140,Shield,126,56,64.0
CHAR_02968,Sword,107,11,22.0
CHAR_11472,Staff,102,48,47.0
CHAR_07663,Bow,116,72,26.0
CHAR_06753,Shield,61,86,22.0
CHAR_06520,Staff,78,85,20.0
CHAR_00761,Shield,137,21,20.0
CHAR_05267,Shield,143,14,90.0
CHAR_08990,Sword,134,93,26.0
CHAR_10793,Bow,53,55,68.0
CHAR_01457,Shield,74,22,13.0
CHAR_01617,Sword,146,16,6.0
CHAR_04449,Staff,139,18,84.0
CHAR_06569,Staff,133,82,13.0
CHAR_02250,Staff,56,19,15.0
CHAR_10010,Shield,135,44,49.0
CHAR_02576,Bow,60,27,17.0
